,Question,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14,Component 15,Component 16,Component 17,Component 18,Component 19,Component 20,Component 21,Component 22,Component 23,Component 24,Component 25,Component 26,Component 27,Component 28,Component 29,Component 30,Component 31,Component 32,Component 33,Component 34,Component 35,Component 36,Component 37,Component 38,Component 39,Component 40
34,"pres shouldnt ask foreign countries to investigate rivals,",-0.0765570572753802,-0.038909064666304456,-0.1243505446347028,0.05253539386957458,-0.026147995857772176,-0.037539735678960406,0.005990534940066052,0.09367265256138012,-0.07254579136203651,0.08285894237274358,0.06038857905228602,0.013546372503549526,-0.004325736186468403,0.029505517474215398,-0.07742921780311299,-0.020677676341458506,-0.027662351533824153,-0.014859256367961496,0.0033005272674132037,0.02523980618606698,-0.016215404273261236,-0.010948318632507215,-0.032865349770500124,0.010902443737321271,-0.010754228520917555,0.02211137390961676,-0.036373075270034375,0.026024898291752096,-0.02039500387339895,0.04085297290178996,0.00011548664855813573,0.018857347983093794,-0.013080154926634875,-0.014153985382186263,0.013729974469238761,0.08886452201138256,-0.0705723038835917,-0.04845957501741896,-0.027653182881393738,0.02508647922160634
35,"stick to principles and not compromise,",0.057009167245633784,0.08649451642984325,0.055675530222973876,-0.11457995585607432,-0.019900360226473113,0.023136235241202636,0.01676729991253946,0.03126186764513418,-0.12778063424651614,0.03017566866222062,0.2582653566673554,0.07530988574855786,-0.11877499599262789,-0.07684550345915597,0.21220341117493013,0.11415648604872715,-0.13992831993450344,0.253998445458927,0.03379235873412917,-0.18704675592746922,0.2013265597526897,0.08610144971827628,-0.11502657034323355,-0.3489520186943633,-0.0394016701795071,0.15953126854766733,0.13810244900710092,0.07572327350737507,0.011519625438577487,-0.20793345890245019,0.005639579797514015,-0.24235055742950823,0.099620561842674,0.08485557404429127,-0.04997698050043921,0.03878060069640967,0.21604886430002768,-0.09053372456392264,0.1658727135900713,-0.0057319099183656816
36,"against trump impeachment house,",0.07494435287734087,-0.02688532826327903,0.08382758863328571,0.032446236929468804,-0.03088259646166325,0.02404298163639306,0.032929550440675304,-0.10707567187046581,0.050159036902023973,-0.07126532394590529,-0.10431966420077037,0.04708385346431191,-0.009471025735124,0.02873009923598547,0.047221506687257275,-0.038694389530185995,0.0017290418106383348,0.04634743171271534,0.017939531476692902,-0.004857060334977008,-0.026251068207903933,0.016408800523171597,-0.09735474540658513,-0.003255277035048347,-0.04417355076767793,-0.013000667786886355,0.009045706805999382,-0.034762872005176644,0.04035733790174244,0.01773429044232889,-0.05137542518613186,-0.013627217165036967,0.037455682096893525,0.02140544337070334,0.02079144677664016,-0.05239035636895219,0.016814299029845294,-0.06540359876645108,-0.04014296500156292,-0.07695605316841161
37,"against trump impeachment senate,",-0.07366622701494835,0.043290847927222834,-0.09530481245209425,-0.03112382355789925,0.0008454481525179127,-0.046527775114615984,-0.038625219826417534,0.07380395241014176,-0.06810059172288138,0.03309109668369149,0.11669747670481131,-0.031759297739848785,-0.0010559633358417156,-0.051388951277751796,-0.013053927490071346,0.038551829309795546,-0.03452193576972145,-0.025715148695961858,-0.011038155407340072,-0.031179120610710653,0.008683508782312471,0.025234059780511683,0.07393240653440294,0.03489511896471876,0.02576836324090298,0.0023779230138581773,-0.04244539798304629,0.05200628333889679,-0.005603079006056694,-0.009914371969351791,0.020790122809676917,0.009447009304597465,-0.05559829558925766,-0.033457591198491676,0.0033498151028125206,0.028074952014108923,-0.04813831960377615,0.030721838666262595,-0.00430478694256326,0.03981341994592595
38,"covid response too slow,",-0.05539718571815199,0.012767647790446418,-0.10264796222632304,0.011616308995069463,0.005429080595683827,-0.0031322835370380837,0.006615783132192154,0.08775855373050097,-0.04807707638706804,0.054315548893147166,0.03174102053854019,-0.01711329959477477,-0.01795993460771695,-0.05114416253463902,-0.05205675825465086,0.04989723454515352,-0.010107465434582293,0.003595586405712472,-0.030839309109489767,0.0459129236306177,0.05021042567890865,-0.003913503831866085,0.03729250755915158,0.0020297534611187877,0.03994146094854918,-0.03056554148847659,-0.08846707016482692,-0.038108253176141096,0.0215936750115489,0.039785841690302914,-0.009296416988772753,-0.02908680209444564,-0.08089057258379738,-0.035127350856711904,0.02851209399780713,0.04134166949707449,-0.0190815307939517,0.05214590574487116,-0.016492314571754346,0.05312309916554049
39,"no paid parental leave,",0.06918186672593221,-0.07283822142581158,0.02898051350737743,0.0658512713611133,-0.04875690473671726,-0.10370205970464885,0.009602061449274248,-0.08438080031881212,0.02544103011759072,-0.12375795252410371,0.018033922061058843,-0.012328649589635527,0.01614523728998364,-0.04618479454269342,0.04819665838570966,-0.0604441238963872,-0.10143338160611352,-0.04964681487605699,0.06810856790149702,-0.07348755892590082,-0.13188543240254377,0.04728121147877335,0.038323315865813085,0.04067221707425102,-0.11353730980366254,0.015458947268857529,-0.028117960227552977,0.03676522102357848,-0.008704609793581874,-0.042559174094185394,-0.12717526997589598,0.12039971485310189,0.10290070069104901,0.016663246275224898,0.11267053571331523,-0.034927835917163405,-0.10023692659025185,-0.15373197698902868,-0.11548207108037783,-0.16369484294309655
40,"business should provide services to same sex couples,",-0.08325362968587197,0.01806870028038071,0.006007977770057654,-0.05894754731056859,0.014810539536790759,0.019682599044677486,-0.3276997338473654,0.07556023705471347,0.002741804722842629,-0.0552430239811294,0.14672455065383586,0.022015494482312353,0.06244805767456353,-0.0698420437041215,-0.022265992875673973,-0.013393016497089428,-0.06531626685433521,0.08450437858420849,0.09142528849282136,0.03140028540123718,-0.014016449383277212,0.14538399288718223,0.15806130665093723,-0.01760978885625933,-0.08381674670009132,-0.11057665520108158,-0.10007873594317473,-0.07363129561095556,-0.008352722350817927,0.03400487078807828,-0.013099321934264305,-0.04329810941326409,-0.025218446043003453,0.037155250847350815,-0.09766799401135967,-0.009655594153604449,0.0694727123675462,0.07929077665299393,0.03811353460774862,-0.14164214828954572
41,"against trans bathroom bills,",-0.13505305606631132,-0.0074394517024814555,0.06352032913631639,0.01151123032066498,0.0016008120255877928,0.019109027126524306,-0.2901109603085876,0.035356491059629236,0.005297986076533394,-0.04216330216020298,0.027533188141846555,0.06040078386390543,0.11334865497825473,0.01809741499986971,-0.05555813456591685,-0.0011528462465852235,-0.03035635934664672,-0.02872228949720144,0.03386824909529403,0.038568447216176256,-0.0310771049776169,0.026422743715805004,0.012820062776043063,0.02233602893986105,-0.04686445051140133,-0.037563758871217774,0.019879884443729966,-0.04491797572054833,0.01388884446967378,0.012481205850624701,-0.04632990508668283,0.021217486757827433,0.10385225175739342,-0.04291481464862035,0.03614378327591373,-0.02289523890873015,-0.03470445037929716,-0.002140142507272,0.09694691642876285,0.007178017551459269
42,"oppose gay antidiscrimiation law,",0.07781382065681415,0.015545397444016614,0.05383404619203129,-0.043986986452370966,-0.013500513693805945,-0.10291250805559607,0.1383348710232519,-0.07039998687440074,0.021343473409042826,-0.0005967599782693983,0.07367796994424142,-0.09871770619815351,-0.037200804533469,-0.05718530672520601,0.00763864565686557,0.11382637486703404,0.020797993331398965,-0.0694387982650718,0.05303903852620641,-0.1038334734023782,-0.09348130089537376,-0.013197945557593252,0.013905362444748652,0.001732036145701511,-0.03416973055292778,-0.08135070969491079,0.023801724834126625,0.016627620981008295,-0.03889186749949293,0.06412943778984839,-0.01026108579829059,-0.02069475884195582,0.042153820237221945,-0.030675404934808262,-0.0066531227760397715,-0.007148188754524963,-0.028361216479831343,-0.0018370518241049624,-0.030788474217659227,-0.016892621672541
43,"gay people shouldnt be allowed to adopt children,",0.06593794750569912,0.022855675819857823,-0.009348809501715197,-0.06878920274280224,-0.0023382535180626537,-0.05435859652896173,0.2468261695944689,-0.08989865038032992,-0.0991336885281164,0.0105400284921842,0.08320757749226092,-0.06890844454391995,-0.12783132683593507,-0.058000966003793966,0.04581026351024586,0.058528996297805634,0.005365810879954569,-0.05713785417965813,-0.0017299228340254373,-0.1315705157890454,-0.030420415412275928,0.012445642393096826,0.004602736558285539,-0.019945577829983345,-0.006497882664454363,-0.004287306711408565,0.03505041260666365,0.04998812757340065,-0.13439481204825718,0.005794485646386564,-0.02273933981667615,-0.017625809781443513,-0.05536756882287579,-0.001481054651658667,-0.09430932268993612,-0.02958183024726079,-0.07864515042664968,0.1195443168086644,-0.06035499352664413,0.03503596926077589
44,"no gay marriage,",0.08718428211298299,0.02542338068385095,-0.0022991633818708794,-0.08900899784241759,0.010791873466689762,-0.031025557776205123,0.3074702639572908,-0.12240547349493397,-0.041319712700251435,-0.039953420347130696,0.02085138655314183,-0.08162960060405453,-0.09534621188033271,-0.0002681878993717468,0.0800774021353225,0.07033423024174326,0.06533244861882218,-0.11600803105792278,-0.039181728526789084,-0.08283054155791275,-0.03411953466351063,-0.05200018040761895,-0.013813113265254577,-0.008670837081390548,0.04137103631193742,-0.04811039580488485,0.03541975235152776,-0.0009653923007724129,-0.03687168126425912,1.4330873770146413e-05,-0.022109458735450734,-0.04059424321007845,-0.0411990964672196,-0.03337745988808492,-0.03047339321156465,-0.04722315263539844,-0.03530947195789616,0.10304691668796606,-0.0424626146642786,0.05475787561377354
45,"allow undocumented immigrants to become citizens,",-0.0964750494535005,0.017925081835109005,0.037683609983283683,-0.035561818375332094,0.01479347807474926,0.02465825347061085,-0.07197988859418745,-0.07827815135040148,-0.23365291793278503,0.013024035767931784,0.07744584290858836,0.0029298100712428776,0.04433762464464486,0.040166993799534347,-0.013718313014807054,-0.0020785384245867325,-0.0058947443371698705,0.006634459198788762,-0.08152931816922446,0.02508002990753159,-0.028102085919439447,-0.060368500820138865,0.05833177303158997,0.09767677848738651,0.04706272463267183,-0.0018016233640877014,0.05607851496197748,-0.031424572713722954,-0.06419618913611498,0.12397656618074077,-0.03325985623248251,-0.004578362969471568,-0.06260112849554234,0.016019113953176994,0.13315205736217978,-0.09730750519220752,0.028153850293657245,0.0007645360380143578,-0.045181735355895924,0.05999392287403624
46,"don't end birthright citizenship,",-0.10234598228160224,0.01698305501362148,0.030389351333392187,-0.03782941655621499,0.032735159404879935,-0.00284010462115157,-0.026896701543571412,-0.19876765842821312,-0.2397113658278802,-0.014711022870041196,0.1106461270738501,0.07324561591451997,-0.03442910967875398,-0.036245459609797186,-0.006630180361331249,0.03123183723823965,-0.03690036355166994,0.12321824886990605,-0.07811442094761996,0.03607856391545228,-0.032355229688993,-0.1020690059501761,0.02109818928303891,0.1169905648328859,0.025425142281337368,0.001604823891055364,-0.0013742617083443674,0.06420504562760655,-0.00820128289666985,-0.023145287710986027,0.13662904388124927,0.06415950110636887,0.12302738553860337,0.08104876769719456,0.05635299263294544,0.10842295524534484,-0.027975532643261213,-0.03458986095646618,-0.0492617172924668,-0.07668227081022042
47,"children of undocumented shouldn't be deported,",-0.07395813955494644,0.007315376816561748,-0.025580289612905482,-0.023641695198258688,0.04595026027495563,0.03276993055789358,-0.06580079470804538,-0.08691931750045685,-0.17183926887104659,-0.0074517398734647855,0.037409102189966445,0.029563821665656253,0.01882113552546129,-0.002488184237665284,-0.04214946278805641,-0.05444312017531298,0.03447781912065803,0.036785669937201275,-0.07910959223680962,0.026004759779942547,0.04344929080975014,-0.010970501431614732,-0.028626333919176072,0.04908323714998266,0.07381298053533256,0.03568758334286585,0.030559563039276587,0.044351618777377894,0.01948636485118026,0.05029860295749215,0.06125532657997599,-0.009670452828469329,-0.05753745536849733,0.08735012407486094,-0.007900450224695953,0.025226165606720592,-0.03955972731514999,-0.03191781424883218,-0.04093408104766969,0.049474385453099595
48,"oppose border wall,",-0.09773908567859213,0.005860993633999866,0.005452148926813959,0.025478711407144018,-0.00941382438684135,-0.011446293572226242,-0.05283700061485905,-0.03620720999574164,-0.15158077948393867,0.05817836231163638,0.11072425926710364,-0.022641822455247197,0.015051988071146466,-0.023048522763862052,-0.033313892859903195,-0.035933311882483374,-0.05323075319975574,-0.014154559360101564,-0.02042882045004859,0.001951546314299609,0.005217790679118338,-0.014906539460378936,0.08049902249255639,0.07160245803984157,0.0030190850645012927,-0.000545541212846697,-0.01010543546252523,0.018979584034197507,-0.04268929748907578,-0.006701401179475161,0.028860228361284112,0.0016174896152764632,0.011762486290488875,0.03336191501984913,0.007753147706305759,0.0838029392261514,0.03657168319001311,0.037330591490571996,-0.0012740150421607366,-0.0023017077598269566
49,"use force to prevent urban unrest,",0.0976734692541017,-0.06571043116931546,-0.0012351016842388994,0.06606091607641537,0.02787594053957994,-0.013834136536781134,-0.003415760341710163,-0.024424137172059004,0.02029921984716206,-0.06496022413949822,-0.027088079546709425,-0.007575926910256459,-0.051204814487434795,-0.032862685617555815,0.02355491964307839,0.0682984896853886,-0.005315536881757682,0.04845703409574084,-0.030312012326563744,-0.04649407009355446,-0.08914564318733793,0.018831038335623686,-0.022528808192154633,0.008462528742704475,-0.03039567802372485,-0.10084948534386198,-0.0270233515225987,-0.03436096014391851,-0.041335144331131626,-0.0010468234864117916,-0.04077364261577667,-0.013657829244380009,0.00836860657826758,-0.01873573782377601,0.031695081577639846,-0.038241530620080955,0.04249724810167592,-0.07029957242722634,-0.008245872937539811,0.036206198539144765
50,people too easily offended,0.09809796641616515,-0.038177545420223065,0.002914896942696018,0.13448130756345847,0.02113219434445373,-0.007131321053735436,-0.017358279638827117,-0.06649733643007197,0.06164031221132721,0.07454066883380531,-0.09655574578166236,0.005968572625061105,-0.046172453026970074,-0.034320017475522775,0.11578762758799277,-0.12277152674026912,-0.08658317157675452,0.0023540396484515377,-0.11068823354074046,-0.06249659075453548,-0.08824284581712237,0.07719579490629287,-0.01041381972231073,-0.10662725891783338,-0.041622165297505405,-0.04066848618715739,-0.04128580432932346,0.13718386962823048,0.16094092884735886,0.0039572437867319635,-0.14340624098426136,0.11438982945593423,-0.2767019240675744,0.15189771541559682,0.09256539962678317,0.003342219173147039,0.13503330193050525,0.007277631797936203,-0.1041188934654825,-0.13657688481259234
51,most women don't interpret innocent remarks or acts as being sexist.,-0.12413422948835695,0.014581644266476155,0.1254282047080061,0.015123609975210794,-0.12886653212571852,0.004230894447831134,0.053162986480832605,-0.052731523892557516,-0.03570205688610181,-0.04752750450688842,-0.007263368619823154,0.1871291460819725,0.10316058974497325,0.11753765464831621,0.19219012222602067,0.5366029841399553,0.1648190215343801,0.08762319960521661,0.1888821582102949,0.020447843007475,-0.011904086703243395,-0.09874028432951207,0.002999293813116352,0.06767414701057582,-0.16602075640317332,0.02380275639059653,-0.14399045160753468,0.05043310926016949,0.09640098711493575,0.03341286315464757,0.04421900547715475,0.13787002595191009,-0.18700455447259956,0.043005996648359794,0.04305517827871471,-0.1313574997132386,-0.018076838477851832,0.06391655476313242,-0.13960213000480215,-0.031255693738337934
52,women do not seek to gain power by controlling men,-0.13816237925684222,-0.028991819963817327,0.03709420696383008,0.027543709306248915,-0.14684325291489625,0.05889226935300011,-0.002357692112529496,0.08040983180529672,-0.0343717818590442,-0.09281203149937103,-0.021706748570570047,0.09043976237781656,0.115730275561908,0.15080298968439543,0.11349537151654394,0.2925336704516875,0.135743702841873,0.10682385183084442,0.039303302385501795,0.09465408439146067,0.08257433274969019,-0.015704821349527307,-0.06384559838428885,0.1010287645722294,-0.047904958164058806,0.19710335809686105,-0.03733355245623031,0.0016002635778600682,-0.04175613188069276,0.05229058901548394,0.02051200668057228,-0.0380052016048945,-0.13687101962327264,-0.1622518557816013,-0.20263823405607476,0.03473831409692178,-0.07973853953477773,-0.054639526317631915,0.017974617090344792,0.06480232225988578
53,public officials care what i think,-0.04575620611360688,-0.19451872182658075,0.07158808054549735,-0.18718606348410455,0.002464404259060236,0.1008726840807099,-0.031245009129119667,-0.046390284250648214,0.18670224907902647,0.35731028836170375,0.060131911209138036,0.11663588274908379,0.03748274087360408,0.00484472479215782,0.2608171883637636,0.008419209064083003,-0.18889432491443162,-0.10168823247399833,-0.0425127454183697,0.05885278956184802,-0.08992454584348603,-0.07172756652668012,0.045651899146902326,0.062317525065598615,0.08380362453428794,-0.008942872350239403,-0.022065504759202853,0.003683362357438321,-0.007121473575550104,0.03119422616245547,0.07882154481316739,-0.11641381921635224,-0.055400429183166476,-0.014100139096427588,-0.06212085349485076,0.06947999711907396,-0.06353371684338172,0.047157596505733715,0.027553159234590858,-0.05217220811923043
54,i have no say in govt,-0.06690568660703303,-0.16079909693692546,0.059538985223511975,-0.21292693852074768,-0.023488286980640812,0.11604620823357972,0.024722097815848432,-0.10932287478204537,0.1356673588530563,0.23360264229025424,0.05812279162782598,0.17378665217605466,-0.07311954816625599,0.06555894108750498,0.2485759335735642,0.006756712130109137,-0.3055178945047605,-0.19138224256501607,0.02628849672553006,0.1100507622602279,-0.12839933118464858,-0.008552080367294278,0.0709759211712965,0.0014133865881982878,0.13154945232416787,-0.11985787193790105,0.010638415469757714,0.03181564832916844,0.07139423372459025,0.02448025485084651,0.08809223840338376,-0.05831023914472028,-0.012935700002221724,-0.09300018260097787,-0.0636392366641335,0.05819087774814374,-0.09366772308212631,-0.1252659073907464,0.030878425949956052,0.03365631662609983
55,no new limits on imports,-0.06636752438087737,-0.05484611754978205,0.05825393728485553,0.046336921119335746,0.017853474248021164,-0.03638553058051266,-0.09866357442236919,-0.12859610083926987,-0.09504374076139749,-0.115473557118284,-0.06853497325626709,-0.1319914967647019,-0.07292123907720935,-0.1158969444447941,-0.04513589697401625,0.19928782588445532,-0.13500917281100877,-0.1430283099108637,-0.2515545752184043,0.19403869521937464,0.03138143750144512,0.21432746681673098,0.06785958258469965,-0.21790143938657658,0.002870742705262418,0.20285397545915335,-0.2517122871307057,-0.13762199288065013,0.0008303451144270578,-0.09817751614142307,0.05177112699467458,-0.08714942223044483,-0.17105966154708688,0.07313870814070932,0.00443315938914764,0.03640068947330612,-0.11384872624121962,-0.15062148317522991,0.0451890459750983,-0.17496327127020395
56,less immigrants,0.13626948235813968,-0.003000400335019836,-0.0758884524098212,0.022964029381180837,-0.07307573097149085,0.017863334071376236,-0.00016108890441045992,0.19482222379895087,0.18100665606283903,0.008168198317105956,0.08273027536313546,-0.07749670856743768,-0.01927568513057666,-0.09573559973161133,0.018577513408236157,0.017603118783689833,0.0012886432016342188,0.04019659558480458,0.10926505291940694,0.042238514417531806,0.047682536619602534,-0.01994168541552556,0.028426178625928385,-0.015083681633677305,-0.010452074478236213,-0.07026310173216874,-0.17656611682847217,-0.06282919968367544,0.0007203234633932111,0.023768182773715986,-0.053469377025960815,-0.0847007911248788,-0.04765071590764288,0.021236803374255955,-0.1091976420142982,-0.022542197833061654,0.007285960488143747,0.04379692376811153,-0.07807434822699034,-0.06273387398378236
57,oppose refugees,0.14477529080028473,-0.00786618845853893,-0.010408129291415946,-0.025141900544444006,-0.03470020631923252,-0.09394620880637308,0.049664467909726645,0.18897969510024354,0.10758749928664824,0.08208180248791182,0.06699576479849118,-0.041097666653509606,-0.025557171483858207,-0.051491956110188065,-0.05465951644555726,0.07807498694971954,-0.07102701362404426,-0.034460653986219794,0.0037616605255746146,0.04889887053783347,0.03991807346512611,0.08890982321170335,0.04532837708865848,0.011663853801275832,0.03546465913220201,0.01840146301038901,-0.06304851380919982,-0.07317299206504159,-0.008496598357298994,-0.06336779058413411,0.05392519734560264,0.0886177451800078,-0.05145050108768304,-0.028542515242521632,-0.0011046754187317327,0.02540949685677102,-0.06335726736492624,0.07436915249999469,-0.1012876545230384,-0.06651531744177658
58,no path to citizenship for undocumented,0.10014445362218799,-0.008308340989328838,0.03681476002349052,0.004138330623309079,-0.04867815099418234,-0.08686087244273516,0.04170072585889329,0.16369771092363272,0.08091162462927494,-0.0035917605643768676,0.053700597170199205,-0.04759018912791503,0.0458372404678699,-0.0233479968728023,-0.016846779578597273,0.07243680553888941,-0.019668522431692977,-0.09339965180089604,0.06631909948922997,0.07512902387955414,0.014935940171009382,0.023568123002803643,0.026985601582828336,-0.11246822040025145,-0.016119719144056147,-0.024096407412922634,-0.11209376958095191,-0.06632575768990116,-0.011206000576147564,-0.09028205908097629,-0.05025456408391599,0.06406175655372204,0.06172154778963643,-0.02149150165043892,0.001286745961635083,0.09149718997714631,-0.015291863906415445,-0.04185156833741794,0.01994219707668455,-0.05158970685345897
59,oppose returning undocumented to birth countries,-0.14330169809213053,-0.0027214794998329304,0.07661838588202952,0.017670789481489084,0.004514623382376531,0.05360088488646992,-0.023946548938632108,-0.17596790930770523,-0.16266602342211176,-0.06633591183534493,-0.05832569140193426,0.0067782479624502075,-0.045865641410889266,0.017483552566319272,0.028616745816833836,-0.05628149510126767,-0.04730483702517978,0.060172956403372294,-0.14379128059025675,-0.04104757690380849,0.0010166215967406505,0.0449769075608059,-0.036669206547263786,0.09861849156719314,0.07396675369851248,0.07238271864776985,0.016614517193002686,0.08588525557533212,0.01759074121958895,0.12347271819119049,0.06861600810063075,-0.07340077227817808,-0.010418605909802536,0.0683836386480084,-0.013201338820028281,-0.04759131450591461,-0.10074233139811502,0.035758977026603266,-0.06451636873545585,0.02349407449063204
60,dont separate undocumented kids from families,-0.06854663754213658,-0.015026763155427622,-0.06551738140634825,0.04994486835632724,0.017843286927482545,0.10095823451940149,0.02696793959442058,0.04009278717694169,-0.025457422035473208,0.007563871200937286,0.024066417119126764,-0.025330501325747833,-0.08376868796951942,0.01270926419159258,-0.024754995081574072,0.008133292414814985,-0.027664019228974226,0.056953583413942015,-0.11705680359035743,-0.02077874520812322,0.04300224999319467,0.04493448638805174,0.0033711044667612154,0.01211934912081843,0.0009305333992011555,-0.011403949485933868,0.01570478989244472,0.03030337582135468,0.07405149444812363,0.09401457663560167,0.005022371564009323,-0.07988234861612042,-0.08659133778441813,0.03255390687724616,0.023115790310282595,0.014858128074945375,-0.01035939958659669,0.052486057508207146,-0.0358489491983601,0.08295107142158827
61,no preferential hiring/promotion of blacks,0.0857706643228344,-0.11488464387220423,-0.09201690296720172,0.22515690612483416,0.050629293330718916,0.04912393095965128,-0.15834472143029507,0.03312824981134004,-0.10728956714211751,0.08612095884558713,-0.011874031356424265,-0.03309104526955681,-0.0048429200578805525,-0.07812145130318307,0.26989985753002266,-0.041402863757457914,0.21873925452219622,0.06519119606225088,-0.06625238196243068,-0.07103737358983786,-0.151429594814227,-0.07045109269575334,-0.0302935472387183,-0.05408721675033446,0.09298640217817097,0.0787796153069088,-0.049414234670181356,-0.023312062353665106,-0.07561779537275096,0.07376528406483529,0.0024098620119812585,0.027804744830318404,0.013872340561985538,0.006530443836271119,-0.06961678371640055,-0.035071261613956364,-0.2500008625566497,0.03085234378387427,0.12564822675868817,-0.04135586823067901
62,more govt better,-0.05293986698456,0.03284987794072654,-0.03703259423185675,-0.14851505258980036,0.04459357929947011,-0.044835972350233205,-0.0458867577804219,-0.018843844452994238,0.029215064850968888,-0.07158976405198209,0.05905553741756642,-0.12377703758424984,-0.029264605216369696,-0.11854043579069594,0.041267231603207874,0.011939219153315913,-0.0219507055654186,0.10219846557165453,0.0863656209235315,-0.05831718605758589,0.01107063059451496,-0.06363800832637466,0.01966639877011816,0.008567001490549415,0.014555969422149817,-0.0844934609439485,-0.1473545928438983,0.030259739331473166,-0.012741320561788115,-0.1025956465263346,0.15488326438132494,0.0396376028448705,-0.03399005311601406,0.1050749153280244,-0.028574221764945458,-0.014458774200930743,-0.10500911559149045,-0.05456927015560053,-0.13034210365311144,0.09972017579710227
63,govt shouldnt reduce income inequality,0.10614401588525409,-0.05951174222953864,0.02596875055904192,0.01340504356765421,-0.04040929751056552,0.045983633778997515,0.005349556592303847,0.0029425222224550573,-0.11310302915813635,-0.019068306897910472,0.0089555217845376,0.06095410078440745,-0.04412320212050812,-0.07241568789011138,-0.06163361813009736,0.07638955376232369,-0.0863885578646034,-0.06381274632356781,0.03644929508257137,0.14714846429676665,0.090283040420375,0.040161996271844046,0.02879977880300684,0.012792180883937422,0.1419479274024404,0.08370168681169804,0.14445985310709392,-0.1213817749831092,0.02215652183033463,0.07974272049812581,-0.08928988039828527,0.06925355790054331,-0.09177783209629026,0.01657868340505593,-0.05248692152467552,-0.08538356100866905,0.14972939279756853,-0.029654058837819137,-0.10596170275352532,-0.0453687936930994
64,shouldnt make sure everyone has equal opportunity,0.05342481274395291,-0.05316234683999243,0.05273943930764339,0.07402561210624743,-0.06955933560067566,-0.04771782274861745,-0.07162710997452044,0.025921480945685638,-0.07161148584187992,0.025473179999549553,-0.03738534016052635,0.025988512454799502,-0.015641692787131296,-0.04222169818250811,0.0282369399207673,0.0758811368904217,-0.0583419380380313,-0.08983180961604201,-0.036088488701885496,0.09265599081568068,-0.024868407789081098,-0.0659819128559079,0.02725635278855434,0.0012929953104357135,-0.003565392687018342,0.0004890069660804085,0.0768105946258277,0.026721522708886808,-0.06878531342599808,-0.02013336096390993,-0.05771245427648238,0.05404105425617781,-0.004077132833500596,0.046137420134811535,0.12465274810064875,0.02118747559111349,0.1802175409320227,0.05144387760632882,-0.08444168567184036,0.02209120040710236
65,should worry more about equality,-0.12339618163606664,0.040333846537543815,-0.04280430731850561,-0.03576219182234204,-0.08281928906083408,0.13056162610538516,0.08907619857458213,0.08112175663202967,0.06587271615612024,-0.05950575279026064,-0.005668761729408944,-0.021645566674453845,-0.010674661544837793,0.002874812913681919,0.004842285613462375,-0.02886010003684841,0.053259139806125635,0.058494880394757046,-0.07550485931370597,-0.06292592395045227,0.027064683245975205,0.1453410302427829,0.035516698351806986,0.03792372019260161,0.0776345586868338,-0.05432774096968716,-0.06821758785453275,0.005487709704829896,-0.03200973956584807,-0.11936694279886895,0.1747529550606447,0.005331136130231458,-0.041414217949615875,0.008802968057901194,0.11750551875291719,-0.10560829097017424,-0.07973473474043544,0.10230343938653214,-0.07542898631957395,-0.037091771653233005
66,problem if some have more chance in life,-0.11633523055758965,0.040718464267628346,-0.030332931414351966,-0.040763380454236706,-0.056009274204538814,0.13364913601199777,0.14406981522559864,0.08920165461143176,0.12178382281895755,0.023882641275028742,0.0058330908222297305,-0.002887492410171652,-0.014026314142726641,0.0038513987370213066,0.01986774374071476,-0.15357892271783458,0.10355502294222313,0.060458272720075854,-0.041077448366171804,-0.2077701748774987,0.02055823006791316,0.18053829245919797,0.07561023715410975,-0.022267062150983865,0.014343700947782145,0.0031860829602440143,-0.1724762873923001,0.015479211499133519,0.11257561115507624,0.029849360912435854,0.21657825191589303,0.015143610252401806,0.021806858410846654,0.03791887129939041,0.06036022007729604,-0.13680765333051018,-0.0004531949249941339,0.13389432789767167,0.01123372767429389,-0.12130002700210474
67,wouldnt have fewer problems if people treated more equally,0.06330670578582637,-0.07313542332923931,0.061020011387965235,0.07329038857893441,-0.07389889198762523,-0.049475858319260047,-0.0849878034694638,0.07543392217384924,-0.15041116012575895,0.068563101530937,-0.003063780748182074,0.04847457000074468,-0.0146067313212909,0.02555244963412669,0.021513284116151533,0.05063910812033103,0.03601181620603005,-0.07873488733225545,-0.08363235781070497,0.04537810195938679,-0.06553564848692178,-0.002922258616890764,0.0011583539330672077,-0.0525064090563545,-0.0018408678769023731,-0.0743726358347091,0.03909604191009718,-0.006397880421456186,0.0009193138360560939,-0.053789024591087836,-0.024599781301482288,0.0899985486764805,-0.0016776852374750014,-0.0033077119025687746,0.05352879568615288,0.02739591198607794,0.12112591574990779,0.12600372426185688,-0.022552768128222645,0.03842319055222024
