,Category,Group,Component 1,Confidence Interval 1,Component 2,Confidence Interval 2,Component 3,Confidence Interval 3,Component 4,Confidence Interval 4,Component 5,Confidence Interval 5,Component 6,Confidence Interval 6,Component 7,Confidence Interval 7,Component 8,Confidence Interval 8,Component 9,Confidence Interval 9,Component 10,Confidence Interval 10
"PRE: SUMMARY: TOTAL (FAMILY) INCOME: $65,000-69,999",PRE: SUMMARY: TOTAL (FAMILY) INCOME,"$65,000-69,999",0.5399651651322912,0.04527561984871984,0.5149197856161456,0.03923072719382031,0.5531860712966076,0.039987332733381294,0.506230764076971,0.04456342847662924,0.5067127437700155,0.04050304229342707,0.520693787980165,0.0455619882961698,0.4668084801281593,0.043010648648847134,0.5044386708612375,0.04224094415001617,0.4909299142012077,0.04003549073017867,0.4633700461422377,0.04325910180993081
"PRE: SUMMARY: TOTAL (FAMILY) INCOME: $70,000-74,999",PRE: SUMMARY: TOTAL (FAMILY) INCOME,"$70,000-74,999",0.4953928229893448,0.03473289285548609,0.5390060801906758,0.03228900208373854,0.551591915585313,0.03395811371942253,0.5114551601204054,0.03754069609912625,0.5024725687988238,0.03353573139787867,0.5000239537772949,0.03392173896888032,0.5089658898649639,0.03597623505503821,0.4700302080648716,0.0343288194029485,0.5060606509453868,0.03452943346476851,0.4440618959716998,0.03452576768827421
"PRE: SUMMARY: TOTAL (FAMILY) INCOME: $75,000-79,999",PRE: SUMMARY: TOTAL (FAMILY) INCOME,"$75,000-79,999",0.4940327515518726,0.03686517060986892,0.595125942661708,0.0326166312120884,0.4866093717592195,0.034410668788163234,0.571439442735508,0.03381814544651167,0.4328255585698933,0.03901688300672216,0.518937440371267,0.03575593026255075,0.5425405239990023,0.03857826192362669,0.4672383512083981,0.03621286801169041,0.5182767902218843,0.03772612798342979,0.5283888952293916,0.03830268508136737
"PRE: SUMMARY: TOTAL (FAMILY) INCOME: $80,000-89,999",PRE: SUMMARY: TOTAL (FAMILY) INCOME,"$80,000-89,999",0.3989046373970772,0.027170184950371788,0.5506052299128964,0.028312612881635783,0.5192874010984583,0.028021707403150832,0.4337941751365578,0.026093891586651662,0.4774805284612306,0.027801645993663308,0.4386351508744765,0.027202571969045797,0.4512649459528389,0.024776486278643563,0.4431455918148784,0.02678314034418602,0.4518834197021065,0.027705316841867115,0.5216664462564452,0.027631239165184257
"PRE: SUMMARY: TOTAL (FAMILY) INCOME: $90,000-99,999",PRE: SUMMARY: TOTAL (FAMILY) INCOME,"$90,000-99,999",0.4384596558163163,0.0350219789168254,0.6067893470030669,0.03034461038910546,0.5227240594325759,0.03186470297712739,0.4887937722636244,0.02978304784458705,0.5248139518571251,0.0334584821496244,0.5030977694833252,0.030433451675994733,0.4612252981204184,0.03307965965060015,0.4888255985662418,0.03194512947398149,0.4798714602248162,0.033328602812491476,0.5056037557606158,0.031214031107314178
PRE: SUMMARY: TOTAL (FAMILY) INCOME: None,PRE: SUMMARY: TOTAL (FAMILY) INCOME,None,0.5338523902320513,0.02181823335860492,0.5640775407054772,0.02162919087055158,0.53740990504693,0.02193361394549794,0.5334417274942813,0.02262672720256532,0.5364244481384501,0.021148040834018264,0.5017557015055419,0.022645440874879512,0.5176439980841122,0.02268332060899526,0.4594074953716537,0.023229320193729162,0.52075874331345,0.023261729092278017,0.4675018797370214,0.02322532830363981
"PRE: SUMMARY: TOTAL (FAMILY) INCOME: Under $9,999",PRE: SUMMARY: TOTAL (FAMILY) INCOME,"Under $9,999",0.4529884925862788,0.01599349589379229,0.2446995112520103,0.01830232258358689,0.222240197976503,0.02141281652603153,0.4006542166580362,0.02268737980625115,0.3881883314854992,0.022481944993185694,0.3740929252516657,0.022646064730583858,0.3725467561489208,0.021293179057825604,0.3464217040505549,0.022965019880594205,0.3404360328304397,0.022797261209336853,0.3882067827272372,0.022602624666388987
PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE: Donald Trump,PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE,Donald Trump,0.8178778726856074,0.0058441599785550346,0.6075425957580048,0.010529245262248445,0.5966472060000857,0.010853878159952299,0.5300495182278232,0.011096365656920359,0.5120305365229685,0.011944489599047448,0.592358276396783,0.011208010169475877,0.4131470668136898,0.011541979510356046,0.4668511114177761,0.011440242528225106,0.4768027196595154,0.011172022389884864,0.5558197914001346,0.011281862472379212
PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE: Howie Hawkins,PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE,Howie Hawkins,0.337929583149563,0.09666257459062952,0.4127167227121336,0.09981294960250867,0.5899029461845812,0.1052362038311692,0.2781012528982118,0.10600896204389351,0.5064909362756032,0.07820413079263773,0.7527378536146143,0.12256022425387178,0.5209083673623147,0.08490613777674684,0.3911207999459472,0.09141478035427454,0.613617683375344,0.11338590248964205,0.3966050827692901,0.11995921047877371
PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE: Jo Jorgensen,PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE,Jo Jorgensen,0.431985271489356,0.055901744507543996,0.4455268837309035,0.0644320658759557,0.5809699382303303,0.05182858382011199,0.0864551101819467,0.052398615242092696,0.3941678773259082,0.06228748558424742,0.2847444973568735,0.056513716620271257,0.4024375357005255,0.059804946208095566,0.4997404438374432,0.06330235772954247,0.3304912620446348,0.06877340303107533,0.3495000082566999,0.0628829955486455
PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE: Joe Biden,PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE,Joe Biden,0.2107912754418219,0.005789047817677344,0.6039377508870556,0.009545954496803854,0.5018339209109801,0.008560020836701161,0.5635393318004157,0.009447735553252585,0.5208837301631721,0.00873609426847048,0.4462337808430464,0.008955128597288491,0.5685953713199101,0.00901118808285518,0.4795914904848364,0.008779612781036396,0.5087572157422119,0.008993131357538368,0.4791392881603785,0.009152830204083837
PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE: None,PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE,None,0.5080694404495782,0.009263097943330523,0.4256624556362782,0.011483281750401907,0.414928654726176,0.013775023805842371,0.4511601871812088,0.01249597731480516,0.442992315617963,0.013023745324191016,0.4324493028914179,0.013194976617973175,0.4469147776163457,0.012641979719580932,0.4632488118083778,0.013588654391764567,0.464175322138888,0.013489226775529944,0.4408820051187054,0.01310921965672277
PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE: Other,PRE-POST: SUMMARY: 2020 PRESIDENTIAL VOTE,Other,0.4763436277469823,0.05517726781575595,0.3581562218851638,0.0734714173205901,0.3390200438747555,0.08929813050657763,0.2059777777327896,0.06526804250662503,0.533426334507505,0.06389719281465416,0.4679299116277559,0.07859492447858003,0.4053214865192206,0.0706377332863076,0.5295219708607842,0.07392160239386218,0.4959254575037936,0.07677139175512254,0.3295042427370184,0.06228197136159303
PRE: WHAT IS YOUR (R) SEX? [REVISED]: Female,PRE: WHAT IS YOUR (R) SEX? [REVISED],Female,0.4328370817828104,0.0082529653640582,0.5113876169666157,0.008422691394053723,0.4771447503249756,0.00832998265971155,0.5408109070626343,0.008364559545748381,0.500859521257792,0.008556433010046223,0.4576597969113805,0.008554034076443602,0.4100912127482672,0.008182305905846824,0.4685176154977114,0.008429260594087001,0.5217185918687726,0.008357395954854763,0.4528319893533519,0.008433036872291326
PRE: WHAT IS YOUR (R) SEX? [REVISED]: Male,PRE: WHAT IS YOUR (R) SEX? [REVISED],Male,0.5205455071002756,0.009426407721285989,0.5839272887458142,0.009258562146891088,0.5284868745199458,0.009326012270702127,0.4955390569535071,0.009323864153305954,0.493226828808017,0.009145089153646258,0.5122924262921813,0.009113458308065354,0.60016166857994,0.009131086636020871,0.4806787277439621,0.009271620184085505,0.4506642035883055,0.009308778565793123,0.5479285968514114,0.009227515212678814
PRE: WHAT IS YOUR (R) SEX? [REVISED]: None,PRE: WHAT IS YOUR (R) SEX? [REVISED],None,0.3071214568916546,0.06482647079795349,0.3995455927530487,0.059686372414262986,0.3938639638703282,0.06504221658653754,0.3230714731607957,0.06949669304728091,0.4184977183661514,0.05491641280591353,0.2747686770733035,0.06609151648555446,0.3946831027928261,0.057613745093246,0.3727455790775785,0.07108650963838299,0.3152513074635715,0.06984848786513333,0.2405175942200008,0.07621462575387855
PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY: AIAN,PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY,AIAN,0.513156034197031,0.039657842288022584,0.464800507072913,0.042611832174548926,0.5735816956136373,0.04374406690264246,0.4458586707871801,0.04623479219990595,0.5538661008820617,0.04562096032016345,0.5475692197133843,0.043271269354719054,0.6064702707043614,0.046160069358798385,0.4973402659936565,0.044242955537985566,0.503373795327643,0.043366472236578676,0.5481251790139051,0.046788299498302606
PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY: Asian/NHPI,PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY,Asian/NHPI,0.482204201069231,0.027915961519792268,0.5657715959526567,0.028249584820254796,0.4940683182736985,0.031972477740384544,0.6247754919941877,0.032498050904705,0.4775736983809679,0.03297705142232634,0.5017866644277065,0.0314035570992308,0.7342591646360572,0.029964831392089435,0.5717735412539845,0.031237805628785798,0.5713948689103688,0.03306436469413442,0.6488016952225476,0.03298196472132255
PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY: Black,PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY,Black,0.3291339882258612,0.013574263305077133,0.2552183462554276,0.018796794869416922,0.3512051195768956,0.020476902602423477,0.617604622751361,0.02167014633464302,0.69418436536907,0.018884107340491445,0.4961643443843334,0.02151376364458978,0.490554149343927,0.02076498040841324,0.4630042370515367,0.02271679572508061,0.3926461281428631,0.021857295435200805,0.4193914790724453,0.022045531238954825
PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY: Hispanic,PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY,Hispanic,0.4234269108311272,0.01651308019888258,0.4351250881384197,0.018606028625302574,0.4474720708529005,0.021265848464672055,0.541648808954703,0.020701257861127625,0.5184406622515868,0.020122052000386286,0.5388384748095296,0.02160517432578697,0.5152622734491441,0.020125944242176782,0.667772343492746,0.01992960873690223,0.540328524622572,0.02209891606851502,0.4041797436738535,0.020667506831708496
PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY: Multiracial,PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY,Multiracial,0.4038641166725272,0.03367122835281793,0.4231252389088263,0.03239710251612082,0.5012353287125657,0.035375976709722076,0.4041240825070005,0.032039834492523366,0.5150550697752061,0.03385477755366386,0.5283157919504133,0.034626739537704024,0.4668256305869198,0.03369487250695848,0.4338823539614295,0.03327783016760294,0.4159372543004972,0.03146944216532576,0.4983087958451646,0.030775186778394078
PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY: None,PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY,None,0.3842064710072343,0.053564401715263645,0.4193211159252394,0.049820681230586056,0.3970245680279128,0.0584300244200818,0.3312991339120431,0.05244704684149661,0.4541694870186783,0.04657572744098821,0.4039329166267904,0.05425594931133886,0.3946831027928261,0.051258692476133856,0.3595581540931053,0.05008962021094482,0.3347694561690759,0.05539588783447321,0.3121555851468041,0.05747161585040355
PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY: White,PRE: SUMMARY: R SELF-IDENTIFIED RACE/ETHNICITY,White,0.5265603037901089,0.0077567660946777335,0.5964801759725008,0.007073973975539407,0.5233566546744332,0.007084275637122006,0.5106322929935923,0.007217681234866483,0.470536692821341,0.007161623937065465,0.4691824076038276,0.007206722799983084,0.483074346077973,0.007364147590344429,0.4498039742131237,0.007123394298776127,0.4950997588010878,0.00713928964115265,0.5058440526274455,0.007225147849591733
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: 3rd party,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,3rd party,0.5163300367105085,0.03917343158688922,0.4498701094642262,0.05178766849276483,0.5371503930833427,0.05975266996581097,0.3473090632827394,0.04910085968293898,0.4374889310885411,0.048620431781563986,0.3602781592518751,0.05387881452980263,0.5423056280410117,0.05396881590900832,0.4679783511585645,0.05332554563511272,0.5434446023713674,0.052260159786134804,0.4775322037698837,0.048925005725130845
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: Amy Klobuchar,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,Amy Klobuchar,0.2357083325914865,0.05951095236477805,0.821014323154805,0.04389082504962347,0.5323360072911041,0.04430690676598956,0.6820367311840557,0.05522832720371545,0.4973416965399063,0.05819425684462319,0.4477479592016652,0.0601550267207864,0.6636675412615073,0.056769686275603595,0.4624934599874972,0.06308299383013372,0.6338679105052781,0.05711598800867474,0.6322489252644757,0.05534777717574549
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: Another Democrat,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,Another Democrat,0.3133453567501079,0.06372435269962616,0.4979226047358547,0.06751858201709367,0.4876364451624863,0.06352586496319426,0.4829512389052794,0.06778784765700135,0.450793150208237,0.06263741084214522,0.4710987653349985,0.06956365962726671,0.5114556693542871,0.06735247652816494,0.4407386534205442,0.07827836953095615,0.541751149214935,0.06885447535735807,0.5415079924480526,0.06570424234977533
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: Another Republican,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,Another Republican,0.4624659636836667,0.0565977200740981,0.7883564249350584,0.04720764617195373,0.592089738511159,0.06401294262569586,0.5822131469553664,0.060527510220651705,0.5493712715070815,0.06564864078259106,0.4162279798757592,0.06694723447580894,0.7115126751324415,0.06314341533944794,0.6215994767691599,0.06243310703171822,0.6746214288217851,0.059195203572396375,0.5084029768230439,0.059878782166526916
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: Bernie Sanders,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,Bernie Sanders,0.126717282538923,0.020585416620547286,0.4560661137408895,0.02397367775437664,0.5681075587867545,0.022454136927576304,0.3164823787011436,0.02480552122954108,0.5803935546435998,0.02181085335356203,0.5187537714370071,0.02364295014674076,0.5939958300929359,0.023893589159653356,0.4451986560297853,0.023108221707966076,0.3752597186694199,0.022987543263285302,0.4919194100987076,0.024359236937266868
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: Donald Trump,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,Donald Trump,0.8103157452531244,0.0075527834112057695,0.573939165984438,0.014331317239328397,0.5581490771337768,0.014689740386859756,0.5374457657484853,0.015064414841793433,0.5132171198237307,0.016094604494403426,0.6043648495896481,0.015108940230063378,0.3796491881007551,0.01576480837113646,0.3786630441552607,0.015841698899872633,0.4547676599031808,0.015487319314516563,0.5612355864338158,0.01532756828833186
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: Elizabeth Warren,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,Elizabeth Warren,0.0721438878205187,0.017874683886299886,0.6678569549441119,0.028773136914132757,0.4333548053587344,0.027998108055816647,0.3977939326899406,0.028013964474489,0.6423385606417351,0.026650877567512114,0.4495187272655538,0.027433142819541255,0.5416484985325299,0.0302246432401617,0.3936748068216746,0.025538915937030615,0.3166843118367738,0.030189412249643863,0.5739693170459145,0.02995089683165665
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: Joe Biden,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,Joe Biden,0.21503080109222,0.009281129675300804,0.5645537107641428,0.015470737866255028,0.4682424743256503,0.013894605179877176,0.6444134471043451,0.013791439011363179,0.522533775531859,0.014026355626222224,0.421147727370029,0.014054267006776191,0.567288783414217,0.014060478001771431,0.5216805011265194,0.013922276350119809,0.4604972552081487,0.014406058045306399,0.4270129036179414,0.014301477491743837
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: Michael Bloomberg,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,Michael Bloomberg,0.2985562060128711,0.03946365097923028,0.700349855160733,0.06147436986610113,0.5460372747089229,0.05408858032201276,0.5598413482057663,0.062282453841658,0.3837861747606273,0.0557887038875646,0.2630630621054317,0.05196716952101585,0.6269270394167833,0.05611915974236352,0.4902909614446876,0.06124970218468377,0.5445837641923909,0.05368974149428885,0.4085779387264113,0.06411682448589245
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: None,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,None,0.531354774117029,0.0076422647089757646,0.5072671297805359,0.008568091541648393,0.4764443708589293,0.009005668346415942,0.4878055380753785,0.008679893684472008,0.4496665374661548,0.008831643107828632,0.4744138602336858,0.008918409130349685,0.4652654880632975,0.008797439710490573,0.4798799271638267,0.008936499420365486,0.5149850414546363,0.008847377090918988,0.4742947677084098,0.008846277589635203
PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY: Pete Buttigieg,PRE: FOR WHICH CANDIDATE DID R VOTE IN PRESIDENTIAL PRIMARY,Pete Buttigieg,0.1908858205690468,0.030778688573912184,0.7126051475580653,0.04737514516000223,0.5630882212697662,0.042754073303451344,0.5290115019528103,0.042585901333504386,0.5015862383541463,0.040380054521722636,0.3637466293975374,0.04328132826631501,0.60016166857994,0.04857549162029391,0.5766951624392324,0.03697413470960864,0.5543456161209097,0.05028348448369881,0.5613478192103155,0.04726056700453886
PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT: Conservative,PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT,Conservative,0.8082413109597373,0.007765582812586848,0.634101326117072,0.013638869936780585,0.5874487811328395,0.013903814510343147,0.506230764076971,0.013862550616539543,0.5617053245790224,0.014783534878222506,0.6242574685362603,0.014465694696486838,0.3818947199985718,0.014803176095801564,0.4335476766529155,0.014949308318420921,0.4954100727414073,0.015015680139856004,0.5635636113625777,0.015103074198054869
PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT: Extremely conservative,PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT,Extremely conservative,0.900983977966982,0.012927791704528109,0.5723370148800226,0.025318656943296998,0.6291771622968759,0.026622361475669383,0.5404820001714069,0.028435307859179387,0.7602616484242531,0.026933275357422036,0.7039084637945549,0.02737989565143256,0.5195740579695951,0.02901245166890281,0.4140230061504436,0.030755737335861226,0.5127034736895759,0.028023747917834185,0.5975593380382971,0.028927193528249795
PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT: Extremely liberal,PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT,Extremely liberal,0.0432408017800704,0.01854410495237514,0.3984286224939773,0.028288041269091603,0.4333548053587344,0.028075509578130358,0.2753020917663296,0.02852846426152272,0.6490804187736516,0.023581320380067865,0.5341118668497445,0.026145953690195924,0.5282577083675134,0.025201788160948604,0.3776007702247221,0.026946171288956076,0.2468239212453364,0.024184633184940428,0.5613478192103155,0.028415370300046577
PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT: Liberal,PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT,Liberal,0.1276449066859609,0.008629157444183888,0.6234070293645845,0.015645054047498358,0.5080064570955299,0.014266841368268519,0.4978504441366705,0.014908566366759586,0.5685389542923287,0.013415952284379855,0.4538677816763159,0.013556461022262004,0.5461287832293951,0.014573152077275827,0.5032676055379235,0.013952451240353152,0.4379614892817343,0.014312371132203952,0.5244850645088042,0.013984934566074662
PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT: Moderate; middle of the road,PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT,Moderate; middle of the road,0.4298163092926966,0.010128497526246541,0.5026843443773836,0.012779904361099801,0.4797303556230638,0.013506836752626301,0.5608841356877315,0.013631347347398895,0.3988435660296672,0.013403281927831159,0.41352513482889,0.01354864516146188,0.5207707336718814,0.013803672044366942,0.4890815991755383,0.013466810997291793,0.5393305728017541,0.012933864717671138,0.4168508785998524,0.01300403190391052
PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT: None,PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT,None,0.5013754378798221,0.011563847144947228,0.3230169365166764,0.013967398010215206,0.3486846182209001,0.01633219797542576,0.6231445735384235,0.01666819501044166,0.4331518380684239,0.01671219145354384,0.463303358884099,0.01670480377889757,0.4705444871373398,0.015934040017603762,0.4671607071800875,0.017202424012079075,0.5343843678662349,0.017540336935098915,0.4202102892781852,0.017063523453992462
PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT: Slightly conservative,PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT,Slightly conservative,0.6112547684320573,0.014154754603863992,0.613587351210248,0.019398872243639027,0.5341586323856323,0.019910158904641567,0.4474287376840727,0.0191422204498304,0.4002853885832667,0.019957132998814815,0.4526758703254707,0.02066547070734169,0.4254987919433117,0.02068047314269357,0.4650822180193075,0.02013811248982361,0.5099010638061306,0.020152146335518914,0.474583654439231,0.020074694479211563
PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT: Slightly liberal,PRE: 7PT SCALE LIBERAL-CONSERVATIVE SELFPLACEMENT,Slightly liberal,0.2357083325914865,0.011318073189563535,0.6072646687865273,0.01761565880493379,0.5023977311665289,0.017434854369023176,0.5088857942618698,0.017952700499318054,0.4737954968578119,0.01700693418510409,0.4029291555172462,0.01684573029448494,0.5846836051067426,0.01789103390495271,0.5293056183057864,0.016979994873320383,0.4989293550484331,0.01743766128826164,0.4952218502349522,0.016926603690306657
